trip_start_time_day_of_week,trip_start_time_hour,trip_end_time_day_of_week,trip_end_time_hour,trip_seconds,trip_miles,pickup_census_tract,dropoff_census_tract,pickup_community_area,dropoff_community_area,fare,tips,tolls,extras,trip_total,payment_type,company,pickup_latitude,pickup_longitude,pickup_location,dropoff_latitude,dropoff_longitude,dropoff_location
3,0,3,0,960,0.0,17031320600,17031081800,32,8,9.85,0.0,0.0,0.0,9.85,Cash,Taxi Affiliation Services,41.870607372,-87.622172937,POINT (-87.6221729369 41.8706073724),41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595)
3,0,3,0,600,4.4,17031062100,17031081500,6,8,11.45,0.0,0.0,2.0,13.45,Cash,,41.942691844,-87.651770507,POINT (-87.6517705068 41.9426918444),41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809)
3,0,3,0,780,3.6,17031062200,17031838300,6,8,10.85,0.0,0.0,1.0,11.85,Cash,,41.94258518,-87.656644092,POINT (-87.6566440918 41.9425851797),41.90156691,-87.638404012,POINT (-87.6384040116 41.9015669095)
3,0,3,0,240,0.4,17031070400,17031070300,7,7,4.84,0.0,0.0,0.0,4.84,Cash,,41.928967266,-87.656156831,POINT (-87.6561568309 41.9289672664),41.929046937,-87.651310877,POINT (-87.6513108767 41.9290469366)
3,0,3,0,420,0.0,17031081700,17031320600,8,32,6.85,0.0,0.0,1.5,8.35,Cash,Taxi Affiliation Services,41.892042136,-87.63186395,POINT (-87.6318639497 41.8920421365),41.870607372,-87.622172937,POINT (-87.6221729369 41.8706073724)
3,0,3,0,360,2.2,,,8,24,7.45,0.0,0.0,0.0,7.45,Cash,,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.901206994,-87.676355989,POINT (-87.6763559892 41.90120699410001)
3,0,3,0,,0.0,,,,,4.65,0.0,0.0,0.0,4.65,Credit Card,Taxi Affiliation Services,,,,,,
3,0,3,0,600,2.4,17031080300,17031061902,8,6,10.85,3.0,0.0,0.0,13.85,Credit Card,Dispatch Taxi Affiliation,41.90749193,-87.63576009,POINT (-87.6357600901 41.9074919303),41.943155086,-87.640698076,POINT (-87.640698076 41.9431550855)
3,0,3,0,240,0.0,,,1,1,4.45,0.0,0.0,0.0,4.45,Cash,Taxi Affiliation Services,42.009622881,-87.670166857,POINT (-87.67016685690001 42.0096228806),42.009622881,-87.670166857,POINT (-87.67016685690001 42.0096228806)
3,0,3,0,720,2.3,,,21,6,10.65,0.0,0.0,0.0,10.65,No Charge,Dispatch Taxi Affiliation,41.938666196,-87.711210593,POINT (-87.7112105933 41.93866619620001),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
3,0,3,0,540,3.2,17031081201,17031063400,8,6,9.85,0.0,0.0,1.0,10.85,Cash,Dispatch Taxi Affiliation,41.899155613,-87.626210532,POINT (-87.6262105324 41.8991556134),41.934659157,-87.646729729,POINT (-87.6467297286 41.9346591566)
3,0,3,0,720,0.0,17031281900,17031081403,28,8,8.65,0.0,0.0,0.0,8.65,Cash,Taxi Affiliation Services,41.879255084,-87.642648998,POINT (-87.642648998 41.8792550844),41.890922026,-87.618868355,POINT (-87.6188683546 41.8909220259)
3,0,3,0,300,0.0,17031081201,17031081300,8,8,5.45,0.0,0.0,1.0,6.45,Cash,Dispatch Taxi Affiliation,41.899155613,-87.626210532,POINT (-87.6262105324 41.8991556134),41.898331794,-87.620762865,POINT (-87.6207628651 41.8983317935)
3,0,3,0,1140,0.0,17031081401,17031050800,8,5,16.05,0.0,0.0,2.0,18.05,Cash,Northwest Management LLC,41.89503345,-87.619710672,POINT (-87.6197106717 41.8950334495),41.945010151,-87.680928225,POINT (-87.6809282247 41.9450101512)
3,0,3,0,0,0.0,17031061902,,6,,3.25,0.0,0.0,0.5,3.75,Cash,Taxi Affiliation Services,41.943155086,-87.640698076,POINT (-87.640698076 41.9431550855),,,
3,0,3,0,240,8.0,17031081401,17031320100,8,32,5.25,0.0,0.0,1.0,6.25,Cash,Taxi Affiliation Services,41.89503345,-87.619710672,POINT (-87.6197106717 41.8950334495),41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918)
3,0,3,0,240,0.0,,,33,32,5.85,0.0,0.0,2.0,7.85,Cash,Dispatch Taxi Affiliation,41.857183858,-87.620334624,POINT (-87.6203346241 41.8571838585),41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841)
3,0,3,0,540,0.0,17031320100,17031081800,32,8,7.65,0.0,0.0,0.0,7.65,Cash,Taxi Affiliation Services,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595)
3,0,3,0,120,0.0,17031320100,17031320100,32,32,4.05,0.0,0.0,1.0,5.05,Cash,Taxi Affiliation Services,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918)
3,0,3,0,360,0.0,17031081300,17031081500,8,8,6.05,0.0,0.0,2.0,8.05,Cash,Taxi Affiliation Services,41.898331794,-87.620762865,POINT (-87.6207628651 41.8983317935),41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809)
3,0,3,0,1200,7.8,,,22,76,26.65,0.0,0.0,0.0,26.65,Cash,Dispatch Taxi Affiliation,41.92276062,-87.699155343,POINT (-87.69915534320002 41.9227606205),41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146)
3,0,3,0,840,0.0,,,24,22,10.85,0.0,0.0,1.5,12.35,Cash,Dispatch Taxi Affiliation,41.901206994,-87.676355989,POINT (-87.6763559892 41.90120699410001),41.92276062,-87.699155343,POINT (-87.69915534320002 41.9227606205)
3,0,3,0,540,0.0,,,22,22,8.85,0.0,0.0,1.5,10.35,Cash,Dispatch Taxi Affiliation,41.92276062,-87.699155343,POINT (-87.69915534320002 41.9227606205),41.92276062,-87.699155343,POINT (-87.69915534320002 41.9227606205)
3,0,3,0,600,0.0,17031081700,17031081402,8,8,7.05,2.0,0.0,1.5,10.55,Credit Card,Blue Ribbon Taxi Association Inc.,41.892042136,-87.63186395,POINT (-87.6318639497 41.8920421365),41.891971508,-87.612945414,POINT (-87.6129454143 41.8919715078)
3,0,3,0,540,0.0,17031081600,17031081402,8,8,6.45,0.0,0.0,1.0,7.45,Cash,Dispatch Taxi Affiliation,41.892072635,-87.628874157,POINT (-87.6288741572 41.8920726347),41.891971508,-87.612945414,POINT (-87.6129454143 41.8919715078)
3,0,3,0,720,0.0,,,32,60,14.25,0.0,0.0,0.0,14.25,Cash,Taxi Affiliation Services,41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841),41.836150155,-87.648787952,POINT (-87.6487879519 41.8361501547)
3,0,3,0,480,23.0,17031062200,17031830700,6,3,8.05,0.0,0.0,2.0,10.05,Cash,Taxi Affiliation Services,41.94258518,-87.656644092,POINT (-87.6566440918 41.9425851797),41.958055933,-87.660389456,POINT (-87.66038945570001 41.958055933)
3,0,3,0,660,0.0,17031081201,17031081403,8,8,7.45,0.0,0.0,1.5,8.95,Cash,Taxi Affiliation Services,41.899155613,-87.626210532,POINT (-87.6262105324 41.8991556134),41.890922026,-87.618868355,POINT (-87.6188683546 41.8909220259)
3,0,3,0,780,34.0,17031061902,17031030900,6,77,10.45,0.0,0.0,1.0,11.45,Cash,Taxi Affiliation Services,41.943155086,-87.640698076,POINT (-87.640698076 41.9431550855),41.979795551,-87.671445547,POINT (-87.6714455473 41.9797955506)
3,0,3,0,420,0.0,,,24,5,10.25,2.65,0.0,0.5,13.4,Credit Card,Choice Taxi Association,41.901206994,-87.676355989,POINT (-87.6763559892 41.90120699410001),41.947791586,-87.683834942,POINT (-87.6838349425 41.9477915865)
3,0,3,0,480,0.0,17031320100,17031080202,32,8,7.25,0.0,0.0,1.0,8.25,Cash,Taxi Affiliation Services,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.905857769,-87.630865027,POINT (-87.6308650266 41.9058577688)
3,0,3,0,180,0.0,17031839100,17031281900,32,28,4.85,0.0,0.0,1.0,5.85,Cash,Northwest Management LLC,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.879255084,-87.642648998,POINT (-87.642648998 41.8792550844)
3,0,3,0,780,0.0,17031081500,17031062900,8,6,11.65,0.0,0.0,2.0,13.65,Cash,Taxi Affiliation Services,41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809),41.936237179,-87.656411531,POINT (-87.6564115308 41.9362371791)
3,0,3,0,60,0.0,17031839100,17031839100,32,32,3.85,0.0,0.0,0.0,3.85,Cash,Dispatch Taxi Affiliation,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
3,0,3,0,600,1.6,17031071500,17031280100,7,28,9.05,0.0,0.0,1.0,10.05,Cash,Dispatch Taxi Affiliation,41.914616286,-87.631717366,POINT (-87.6317173661 41.9146162864),41.885300022,-87.642808466,POINT (-87.6428084655 41.8853000224)
3,0,3,0,840,2.4,17031833000,17031062800,28,6,11.85,0.0,0.0,0.0,11.85,Cash,Northwest Management LLC,41.88528132,-87.6572332,POINT (-87.6572331997 41.8852813201),41.936159071,-87.661265218,POINT (-87.6612652184 41.936159071)
3,0,3,0,180,0.0,,,8,8,4.25,0.0,0.0,2.0,6.25,Cash,Taxi Affiliation Services,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
3,0,3,0,420,0.0,,,7,7,6.65,0.0,0.0,0.0,6.65,Cash,Dispatch Taxi Affiliation,41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843),41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843)
3,0,3,0,1380,0.0,,,,,16.05,3.0,0.0,1.0,20.05,Credit Card,Dispatch Taxi Affiliation,,,,,,
3,0,3,0,420,0.1,17031320100,17031080100,32,8,6.85,0.0,0.0,1.0,7.85,Cash,Blue Ribbon Taxi Association Inc.,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.907520075,-87.6266589,POINT (-87.6266589003 41.90752007470001)
3,0,3,0,240,0.0,,,39,36,5.05,0.0,0.0,1.5,6.55,Cash,Taxi Affiliation Services,41.808916283,-87.596183344,POINT (-87.5961833442 41.8089162826),41.82371281,-87.602350437,POINT (-87.6023504372 41.8237128095)
3,0,3,0,600,0.0,17031081800,17031839100,8,32,7.25,2.0,0.0,0.5,9.75,Credit Card,Dispatch Taxi Affiliation,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
3,0,3,0,420,0.0,17031081300,17031071500,8,7,6.85,1.0,0.0,1.0,8.85,Credit Card,Dispatch Taxi Affiliation,41.898331794,-87.620762865,POINT (-87.6207628651 41.8983317935),41.914616286,-87.631717366,POINT (-87.6317173661 41.9146162864)
3,0,3,0,840,0.0,,,5,28,14.85,0.0,0.0,0.0,14.85,Cash,Blue Ribbon Taxi Association Inc.,41.947791586,-87.683834942,POINT (-87.6838349425 41.9477915865),41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383)
3,0,3,0,480,0.0,,,5,6,8.05,0.0,0.0,1.0,9.05,Cash,Taxi Affiliation Services,41.947791586,-87.683834942,POINT (-87.6838349425 41.9477915865),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
3,0,3,0,240,0.0,17031081201,17031081700,8,8,5.25,0.0,0.0,0.0,5.25,Cash,Dispatch Taxi Affiliation,41.899155613,-87.626210532,POINT (-87.6262105324 41.8991556134),41.892042136,-87.63186395,POINT (-87.6318639497 41.8920421365)
3,0,3,0,960,0.0,17031839100,17031081402,32,8,10.05,0.0,0.0,2.0,12.05,Cash,Taxi Affiliation Services,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.891971508,-87.612945414,POINT (-87.6129454143 41.8919715078)
3,0,3,0,600,0.2,17031839000,17031241500,32,24,11.05,0.0,0.0,2.0,13.05,Cash,Taxi Affiliation Services,41.87101588,-87.631406525,POINT (-87.6314065252 41.8710158803),41.908378669,-87.670945075,POINT (-87.6709450752 41.9083786693)
3,0,3,0,60,0.0,,,7,7,4.05,0.0,0.0,2.5,6.55,Cash,Taxi Affiliation Services,41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843),41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843)
3,0,3,0,360,0.0,17031081300,17031081402,8,8,5.65,2.0,0.0,1.0,8.65,Credit Card,Taxi Affiliation Services,41.898331794,-87.620762865,POINT (-87.6207628651 41.8983317935),41.891971508,-87.612945414,POINT (-87.6129454143 41.8919715078)
3,0,3,0,60,0.3,17031081800,17031081700,8,8,3.85,0.0,0.0,1.0,4.85,Cash,Dispatch Taxi Affiliation,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.892042136,-87.63186395,POINT (-87.6318639497 41.8920421365)
3,0,3,0,480,0.0,17031081403,17031081600,8,8,5.65,0.0,0.0,2.0,7.65,Cash,Taxi Affiliation Services,41.890922026,-87.618868355,POINT (-87.6188683546 41.8909220259),41.892072635,-87.628874157,POINT (-87.6288741572 41.8920726347)
3,0,3,0,300,1.3,,,22,22,6.05,3.0,0.0,1.0,10.05,Credit Card,Dispatch Taxi Affiliation,41.92276062,-87.699155343,POINT (-87.69915534320002 41.9227606205),41.92276062,-87.699155343,POINT (-87.69915534320002 41.9227606205)
3,0,3,0,720,0.0,,,8,28,13.85,0.0,0.0,1.0,14.85,Cash,Taxi Affiliation Services,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383)
3,0,3,0,120,0.0,,,8,8,4.05,1.11,0.0,1.0,6.16,Credit Card,Taxi Affiliation Services,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
3,0,3,0,840,5.7,17031081500,17031060300,8,6,14.65,0.0,0.0,0.0,14.65,Cash,,41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809),41.950605232,-87.671332488,POINT (-87.671332488 41.9506052324)
3,0,3,0,360,15.0,,,24,24,6.85,0.0,0.0,1.5,8.35,Cash,Taxi Affiliation Services,41.901206994,-87.676355989,POINT (-87.6763559892 41.90120699410001),41.901206994,-87.676355989,POINT (-87.6763559892 41.90120699410001)
3,0,3,0,600,0.0,17031070300,17031062000,7,6,7.25,0.0,0.0,0.0,7.25,Cash,Taxi Affiliation Services,41.929046937,-87.651310877,POINT (-87.6513108767 41.9290469366),41.942577185,-87.647078509,POINT (-87.6470785093 41.942577185)
3,0,3,0,300,0.3,17031081500,17031081800,8,8,5.25,0.0,0.0,1.0,6.25,Cash,Dispatch Taxi Affiliation,41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809),41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595)
3,0,3,0,600,4.7,17031070200,17031320100,7,32,12.25,2.0,0.0,1.0,15.25,Credit Card,,41.929077655,-87.646293476,POINT (-87.6462934762 41.9290776551),41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918)
3,0,3,0,1020,0.0,,,6,24,14.25,0.0,0.0,2.0,16.25,Cash,Taxi Affiliation Services,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),41.901206994,-87.676355989,POINT (-87.6763559892 41.90120699410001)
3,0,3,0,420,0.0,,,6,3,6.45,1.15,0.0,0.0,7.6,Credit Card,Dispatch Taxi Affiliation,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),41.96581197,-87.655878786,POINT (-87.6558787862 41.96581197)
3,0,3,0,720,0.0,17031081202,17031070300,8,7,10.05,0.0,0.0,0.0,10.05,Cash,Dispatch Taxi Affiliation,41.902788048,-87.62614559,POINT (-87.6261455896 41.9027880476),41.929046937,-87.651310877,POINT (-87.6513108767 41.9290469366)
3,0,3,0,180,0.5,17031081403,17031081700,8,8,4.65,0.0,0.0,1.0,5.65,Cash,,41.890922026,-87.618868355,POINT (-87.6188683546 41.8909220259),41.892042136,-87.63186395,POINT (-87.6318639497 41.8920421365)
3,0,3,0,180,0.0,,,6,6,4.05,0.0,0.0,2.0,6.05,Cash,Blue Ribbon Taxi Association Inc.,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
3,0,3,0,840,3.2,17031062800,17031080201,6,8,10.45,0.0,0.0,0.0,10.45,Cash,,41.936159071,-87.661265218,POINT (-87.6612652184 41.936159071),41.909495669,-87.630963601,POINT (-87.630963601 41.9094956686)
3,0,3,0,1140,0.2,17031081800,17031330100,8,33,11.85,0.0,0.0,0.0,11.85,Cash,Taxi Affiliation Services,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.859349715,-87.617358006,POINT (-87.6173580061 41.859349715)
3,0,3,0,360,0.9,,,24,8,5.45,0.0,0.0,0.0,5.45,Cash,Northwest Management LLC,41.901206994,-87.676355989,POINT (-87.6763559892 41.90120699410001),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
3,0,3,0,180,7.0,17031081500,17031320400,8,32,4.85,0.0,0.0,2.0,6.85,Cash,Taxi Affiliation Services,41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809),41.877406123,-87.621971652,POINT (-87.6219716519 41.8774061234)
3,0,3,0,540,0.0,17031839100,17031330100,32,33,7.85,0.0,0.0,1.0,8.85,Cash,Dispatch Taxi Affiliation,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.859349715,-87.617358006,POINT (-87.6173580061 41.859349715)
3,0,3,0,900,0.0,17031830700,17031081403,3,8,15.85,0.0,0.0,1.0,16.85,Cash,Dispatch Taxi Affiliation,41.958055933,-87.660389456,POINT (-87.66038945570001 41.958055933),41.890922026,-87.618868355,POINT (-87.6188683546 41.8909220259)
3,0,3,0,840,4.0,,,6,16,11.65,2.0,0.0,0.0,13.65,Credit Card,,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),41.953582125,-87.72345239,POINT (-87.7234523905 41.9535821253)
3,0,3,0,720,0.1,17031081600,17031330100,8,33,9.25,0.0,0.0,1.0,10.25,Cash,Taxi Affiliation Services,41.892072635,-87.628874157,POINT (-87.6288741572 41.8920726347),41.859349715,-87.617358006,POINT (-87.6173580061 41.859349715)
3,0,3,0,240,0.0,17031320100,17031081401,32,8,5.65,0.0,0.0,1.0,6.65,Cash,Taxi Affiliation Services,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.89503345,-87.619710672,POINT (-87.6197106717 41.8950334495)
3,0,3,0,1320,0.0,17031830700,17031031100,3,3,11.65,0.0,0.0,0.0,11.65,Credit Card,Dispatch Taxi Affiliation,41.958055933,-87.660389456,POINT (-87.66038945570001 41.958055933),41.972667956,-87.663865496,POINT (-87.6638654956 41.9726679555)
3,0,3,0,540,4.0,,,28,24,10.85,0.0,0.0,0.0,10.85,Cash,,41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383),41.901206994,-87.676355989,POINT (-87.6763559892 41.90120699410001)
3,0,3,0,300,0.0,,,3,6,5.65,1.0,0.0,1.0,7.65,Credit Card,Dispatch Taxi Affiliation,41.96581197,-87.655878786,POINT (-87.6558787862 41.96581197),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
3,0,3,0,,0.0,,,,,7.85,0.0,0.0,0.0,7.85,Credit Card,Taxi Affiliation Services,,,,,,
3,0,3,0,600,0.0,,,22,6,9.45,2.0,0.0,0.0,11.45,Credit Card,Northwest Management LLC,41.92276062,-87.699155343,POINT (-87.69915534320002 41.9227606205),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
3,0,3,0,1260,4.9,17031081100,17031831900,8,6,14.65,0.0,0.0,1.5,16.15,Cash,,41.900221297,-87.629105186,POINT (-87.6291051864 41.9002212967),41.945170453,-87.668794439,POINT (-87.6687944391 41.9451704528)
3,0,3,0,1680,0.0,17031281900,17031032100,28,3,21.25,0.0,0.0,0.0,21.25,Cash,Taxi Affiliation Services,41.879255084,-87.642648998,POINT (-87.642648998 41.8792550844),41.958154876,-87.653021789,POINT (-87.6530217894 41.9581548757)
3,0,3,0,120,0.4,,,14,14,4.25,0.0,0.0,0.0,4.25,Cash,,41.968069,-87.721559063,POINT (-87.7215590627 41.968069),41.968069,-87.721559063,POINT (-87.7215590627 41.968069)
3,0,3,0,540,0.1,17031320100,17031838300,32,8,7.85,0.0,0.0,2.0,9.85,Cash,Taxi Affiliation Services,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.90156691,-87.638404012,POINT (-87.6384040116 41.9015669095)
3,0,3,0,360,0.0,17031031200,17031831900,3,6,8.05,0.0,0.0,0.0,8.05,Cash,Taxi Affiliation Services,41.972709547,-87.657341107,POINT (-87.6573411073 41.9727095466),41.945170453,-87.668794439,POINT (-87.6687944391 41.9451704528)
3,0,3,0,1920,0.6,17031221300,17031040600,22,4,24.05,0.0,0.0,1.0,25.05,Cash,Blue Ribbon Taxi Association Inc.,41.921125914,-87.699754406,POINT (-87.6997544065 41.9211259143),41.966834067,-87.684018371,POINT (-87.6840183712 41.9668340674)
3,0,3,0,1320,0.0,17031081401,17031081402,8,8,10.45,0.0,0.0,1.0,11.45,Cash,Dispatch Taxi Affiliation,41.89503345,-87.619710672,POINT (-87.6197106717 41.8950334495),41.891971508,-87.612945414,POINT (-87.6129454143 41.8919715078)
3,0,3,0,240,0.0,17031081500,17031081600,8,8,4.25,0.0,0.0,1.0,5.25,Cash,Blue Ribbon Taxi Association Inc.,41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809),41.892072635,-87.628874157,POINT (-87.6288741572 41.8920726347)
3,0,3,0,180,0.8,,,7,6,4.84,0.0,0.0,1.0,5.84,Cash,,41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
3,0,3,0,1020,0.2,17031081403,17031071100,8,7,11.85,0.0,0.0,0.5,12.35,Cash,Taxi Affiliation Services,41.890922026,-87.618868355,POINT (-87.6188683546 41.8909220259),41.921778188,-87.651061884,POINT (-87.6510618838 41.9217781876)
3,0,3,0,900,0.0,,,33,8,10.65,0.0,0.0,2.0,12.65,Cash,Northwest Management LLC,41.857183858,-87.620334624,POINT (-87.6203346241 41.8571838585),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
3,0,3,0,660,0.0,17031320400,17031081403,32,8,8.25,0.0,0.0,1.0,9.25,Cash,Blue Ribbon Taxi Association Inc.,41.877406123,-87.621971652,POINT (-87.6219716519 41.8774061234),41.890922026,-87.618868355,POINT (-87.6188683546 41.8909220259)
3,0,3,0,480,1.6,17031061100,17031070500,6,7,6.85,0.0,0.0,0.0,6.85,Cash,,41.949139771,-87.656803909,POINT (-87.6568039088 41.9491397709),41.928945904,-87.66089257,POINT (-87.6608925701 41.9289459041)
3,0,3,0,540,0.0,17031839100,17031081202,32,8,6.85,0.0,0.0,1.0,7.85,Cash,Taxi Affiliation Services,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.902788048,-87.62614559,POINT (-87.6261455896 41.9027880476)
3,0,3,0,480,0.0,17031330100,17031320100,33,32,7.25,0.0,0.0,1.0,8.25,Cash,Taxi Affiliation Services,41.859349715,-87.617358006,POINT (-87.6173580061 41.859349715),41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918)
3,0,3,0,480,0.0,17031320100,17031081800,32,8,6.25,0.0,0.0,1.0,7.25,Cash,Blue Ribbon Taxi Association Inc.,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595)
3,0,3,0,540,3.0,17031280100,17031330100,28,33,9.44,0.0,0.0,1.0,10.44,Cash,,41.885300022,-87.642808466,POINT (-87.6428084655 41.8853000224),41.859349715,-87.617358006,POINT (-87.6173580061 41.859349715)
3,0,3,0,60,0.0,,,,,9.65,3.0,0.0,0.0,12.65,Credit Card,Taxi Affiliation Services,,,,,,
3,0,3,0,180,0.3,17031081700,17031081700,8,8,4.45,0.0,0.0,0.0,4.45,Cash,,41.892042136,-87.63186395,POINT (-87.6318639497 41.8920421365),41.892042136,-87.63186395,POINT (-87.6318639497 41.8920421365)
3,0,3,0,600,0.0,17031839000,17031241500,32,24,11.25,0.0,0.0,1.5,12.75,Cash,Taxi Affiliation Services,41.87101588,-87.631406525,POINT (-87.6314065252 41.8710158803),41.908378669,-87.670945075,POINT (-87.6709450752 41.9083786693)
3,0,3,0,900,2.0,,,,,9.25,3.0,0.0,1.5,13.75,Credit Card,Northwest Management LLC,,,,,,
3,0,3,0,180,90.0,,,7,7,5.05,0.0,0.0,1.5,6.55,Cash,Taxi Affiliation Services,41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843),41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843)
3,0,3,0,240,1.0,17031081201,17031320100,8,32,5.25,0.0,0.0,2.5,7.75,Cash,,41.899155613,-87.626210532,POINT (-87.6262105324 41.8991556134),41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918)
3,0,3,0,660,2.41,17031070200,,7,,8.65,0.0,0.0,0.0,8.65,Cash,,41.929077655,-87.646293476,POINT (-87.6462934762 41.9290776551),,,
3,0,3,0,540,3.2,17031081500,17031241400,8,24,9.85,0.0,0.0,0.0,9.85,Cash,,41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809),41.906025969,-87.675311622,POINT (-87.6753116216 41.906025969)
3,0,3,0,840,0.3,17031061200,17031081402,6,8,13.85,0.0,0.0,0.0,13.85,Cash,Blue Ribbon Taxi Association Inc.,41.949060526,-87.661642904,POINT (-87.6616429039 41.9490605256),41.891971508,-87.612945414,POINT (-87.6129454143 41.8919715078)
3,0,3,0,180,0.0,,,5,,4.25,0.0,0.0,0.0,4.25,Cash,,41.947791586,-87.683834942,POINT (-87.6838349425 41.9477915865),,,
3,0,3,0,360,1.01,17031062100,,6,,5.85,0.0,0.0,1.0,6.85,Cash,,41.942691844,-87.651770507,POINT (-87.6517705068 41.9426918444),,,
3,0,3,0,720,1.8,17031071500,17031081403,7,8,8.25,0.0,0.0,1.0,9.25,Cash,,41.914616286,-87.631717366,POINT (-87.6317173661 41.9146162864),41.890922026,-87.618868355,POINT (-87.6188683546 41.8909220259)
3,0,3,0,1440,1.2,17031980000,17031841100,76,34,39.05,0.0,0.0,3.0,42.05,Cash,Taxi Affiliation Services,41.97907082,-87.903039661,POINT (-87.9030396611 41.9790708201),41.851017824,-87.635091856,POINT (-87.6350918563 41.8510178239)
3,0,3,0,300,1.45,17031081700,,8,,6.25,0.0,0.0,1.0,7.25,Cash,,41.892042136,-87.63186395,POINT (-87.6318639497 41.8920421365),,,
3,0,3,0,240,0.61,17031081202,,8,,5.05,0.0,0.0,1.0,6.05,Cash,,41.902788048,-87.62614559,POINT (-87.6261455896 41.9027880476),,,
3,0,3,0,540,2.9,,,24,8,9.05,2.0,0.0,2.0,13.05,Cash,,41.901206994,-87.676355989,POINT (-87.6763559892 41.90120699410001),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
3,0,3,0,960,4.7,,,,,13.05,0.0,0.0,3.5,16.55,Cash,,,,,,,
3,0,3,0,660,0.0,,,28,22,14.45,0.0,0.0,0.0,14.45,Cash,Blue Ribbon Taxi Association Inc.,41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383),41.92276062,-87.699155343,POINT (-87.69915534320002 41.9227606205)
3,0,3,0,720,0.1,,,8,7,9.05,0.0,0.0,1.0,10.05,Cash,Taxi Affiliation Services,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843)
